(13,6)
(18,1)
(18,1)
(18,5)
(18,5)
(18,5)
(17,4)
(17,4)
(15,7)
(15,7)
(17,5)
(17,7)
(17,7)
(17,7)
(13,3)
(13,3)
(13,7)
(13,7)
(13,7)
(18,0)
(18,0)
(18,0)
(18,6)
(18,6)
(19,5)
(16,4)
(14,7)
(14,7)
(17,8)
(17,8)
(18,7)
(18,7)
(12,3)
(12,3)
(13,8)
(12,7)
(12,7)
(17,0)
(17,0)
(19,0)
(19,0)
(19,6)
(14,8)
(18,8)
(18,8)
(19,7)
(12,2)
(12,2)
(12,2)
(12,6)
(17,1)
(17,1)
(20,0)
(20,0)
(19,8)
(12,1)
(11,2)
(11,2)
(16,1)
(16,1)
(16,1)
(21,0)
(21,0)
(11,3)
(16,0)
(16,0)
(16,2)
(16,2)
(21,1)
(21,1)
(15,0)
(17,2)
(20,1)
(20,1)
(19,1)
(19,1)
(19,2)
(19,2)
(19,2)
(19,3)
(19,3)
(20,2)
(20,2)
(19,4)
(20,3)
(20,3)
(21,3)
(21,3)
(21,3)
(21,2)
(21,2)
(21,4)
(21,4)
(22,2)
(22,2)
(22,2)
(20,4)
(20,4)
(22,1)
(22,1)
(22,1)
(23,2)
(23,2)
(20,5)
(20,5)
(20,5)
(22,0)
(23,1)
(23,1)
(23,1)
(23,3)
(23,3)
(20,6)
(20,6)
(21,5)
(23,0)
(23,0)
(24,1)
(24,1)
(22,3)
(21,6)
(21,6)
(21,6)
(24,0)
(24,2)
(24,2)
(21,7)
(21,7)
(21,7)
(22,6)
(22,6)
(22,6)
(24,3)
(24,3)
(21,8)
(21,8)
(20,7)
(20,7)
(22,5)
(22,5)
(23,6)
(24,4)
(22,8)
(22,8)
(22,8)
(20,8)
(23,5)
(23,5)
(23,5)
(22,7)
(22,7)
(22,9)
(22,9)
(22,9)
(23,4)
(23,4)
(24,5)
(23,7)
(23,7)
(22,10)
(22,10)
(22,10)
(21,9)
(22,4)
(23,8)
(23,8)
(21,10)
(23,10)
(23,10)
(23,10)
(24,8)
(24,8)
(23,9)
(23,9)
(23,11)
(24,7)
(24,7)
(24,9)
(24,9)
(24,6)
(24,10)
(24,10)
(24,11)
(24,11)
(24,12)
(24,12)
(24,12)
(24,13)
(24,13)
(23,12)
(23,12)
(23,12)
(24,14)
(24,14)
(23,13)
(23,13)
(22,12)
(22,12)
(24,15)
(24,15)
(22,13)
(22,13)
(22,11)
(24,16)
(24,16)
(24,16)
(21,13)
(21,13)
(21,13)
(24,17)
(24,17)
(23,16)
(23,16)
(23,16)
(21,12)
(21,12)
(21,12)
(20,13)
(24,18)
(24,18)
(23,15)
(23,17)
(23,17)
(21,11)
(20,12)
(20,12)
(20,12)
(23,18)
(23,18)
(22,17)
(22,17)
(22,17)
(20,11)
(19,12)
(19,12)
(19,12)
(23,19)
(23,19)
(22,18)
(22,18)
(21,17)
(19,11)
(19,11)
(19,11)
(19,13)
(19,13)
(24,19)
(21,18)
(21,18)
(21,18)
(19,10)
(19,10)
(19,10)
(18,11)
(19,14)
(19,14)
(21,19)
(21,19)
(20,18)
(20,18)
(18,10)
(18,10)
(20,10)
(18,14)
(18,14)
(18,14)
(18,14)
(22,19)
(22,19)
(20,17)
(20,17)
(20,17)
(18,9)
(18,9)
(18,9)
(18,13)
(18,15)
(18,15)
(18,15)
(17,14)
(22,20)
(22,20)
(22,20)
(22,20)
(20,16)
(20,16)
(20,16)
(19,17)
(19,17)
(17,9)
(17,9)
(19,9)
(19,9)
(17,15)
(17,15)
(19,15)
(22,21)
(22,21)
(21,20)
(23,20)
(23,20)
(20,15)
(20,15)
(19,16)
(19,16)
(19,18)
(19,18)
(19,18)
(16,9)
(16,9)
(16,9)
(20,9)
(17,16)
(17,16)
(22,22)
(22,22)
(22,22)
(22,22)
(24,20)
(21,15)
(21,15)
(21,15)
(18,16)
(19,19)
(19,19)
(18,18)
(18,18)
(18,18)
(16,10)
(16,10)
(15,9)
(15,9)
(15,9)
(15,9)
(16,16)
(16,16)
(16,16)
(22,23)
(22,23)
(21,22)
(21,22)
(23,22)
(23,22)
(23,22)
(23,22)
(21,16)
(21,16)
(22,15)
(22,15)
(20,19)
(18,17)
(17,18)
(17,18)
(17,10)
(17,10)
(15,8)
(15,8)
(15,10)
(15,10)
(15,10)
(14,9)
(14,9)
(16,15)
(16,15)
(16,17)
(16,17)
(21,23)
(21,23)
(20,22)
(20,22)
(20,22)
(23,21)
(23,21)
(23,23)
(24,22)
(24,22)
(22,16)
(22,14)
(22,14)
(22,14)
(17,17)
(17,11)
(17,11)
(17,11)
(16,8)
(15,11)
(15,11)
(14,10)
(14,10)
(14,10)
(13,9)
(16,14)
(16,14)
(16,18)
(21,24)
(21,24)
(20,23)
(20,23)
(19,22)
(19,22)
(24,21)
(24,23)
(24,23)
(21,14)
(21,14)
(23,14)
(17,12)
(17,12)
(17,12)
(16,11)
(16,11)
(15,12)
(15,12)
(14,11)
(13,10)
(13,10)
(15,14)
(15,14)
(20,24)
(19,23)
(19,23)
(19,23)
(18,22)
